"Time","EventID","Source","Computer","Message","Details"
"2021-01-26T06:56:02.423Z",1,"Sysmon","EXCH01","Process Create:","Image: C:\Windows\System32\svchost.exe; CommandLine: ""C:\Windows\System32\svchost.exe"" --flag-6080 --config-9; User: ABYAH\lnguyen; ProcessId: 7524"
"2021-05-12T01:55:41.439Z",10,"Sysmon","EXCH01","Sysmon event 10",""
"2021-07-11T05:31:44.609Z",6006,"System","IT-DESK-01","The Event log service was stopped.",""
"2021-02-14T19:52:11.658Z",1102,"Security-Auditing","HR-DESK-02","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\klee"
"2021-05-15T19:45:27.270Z",4634,"Security-Auditing","CLIENT03","An account was logged off.","Target: Account Name: LOCAL SERVICE"
"2021-05-21T01:04:42.752Z",7,"Sysmon","HR-DESK-02","Image loaded:","Image: C:\Windows\System32\svchost.exe; ImageLoaded: C:\Windows\System32\advapi32.dll; ProcessId: 6952"
"2021-01-05T02:15:49.760Z",4672,"Security-Auditing","IT-DESK-01","Special privileges assigned to new logon.","Subject: Account Name: SYSTEM; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-11-15T11:23:28.881Z",6013,"System","APP01","The system uptime is 1389923 seconds.",""
"2021-11-09T07:07:01.853Z",1102,"Security-Auditing","CLIENT04","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\rbrown"
"2021-05-25T08:45:28.319Z",1102,"Security-Auditing","WEB01","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\admin"
"2021-02-15T05:57:45.555Z",7,"Sysmon","APP01","Image loaded:","Image: C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE; ImageLoaded: C:\Windows\System32\kernel32.dll; ProcessId: 6236"
"2021-05-28T05:45:45.817Z",11,"Sysmon","CLIENT03","File created:","Image: C:\Windows\System32\winlogon.exe; TargetFilename: C:\Users\ABYAH\john.smith\Documents\file_82.tmp; ProcessId: 3852"
"2021-04-26T15:01:23.667Z",10,"Sysmon","APP01","Sysmon event 10",""
"2021-02-10T12:45:46.590Z",1100,"Security-Auditing","SQL01","Security event 1100 occurred.","Details: Event ID 1100 logged for ABYAH\john.smith"
"2021-06-21T02:28:29.796Z",6013,"System","APP01","The system uptime is 8779860 seconds.",""
"2021-07-17T01:53:07.630Z",1102,"Security-Auditing","APP01","Security event 1102 occurred.","Details: Event ID 1102 logged for WORKGROUP\User1"
"2021-06-17T09:54:05.356Z",4672,"Security-Auditing","CLIENT01","Special privileges assigned to new logon.","Subject: Account Name: bwilson; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-10-18T02:32:41.272Z",1102,"Security-Auditing","CLIENT03","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\klee"
"2021-10-02T00:05:02.756Z",4672,"Security-Auditing","CLIENT04","Special privileges assigned to new logon.","Subject: Account Name: bwilson; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-10-21T00:31:56.742Z",7,"Sysmon","HR-DESK-02","Image loaded:","Image: C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE; ImageLoaded: C:\Windows\System32\ws2_32.dll; ProcessId: 5745"
"2021-08-03T22:03:10.550Z",7,"Sysmon","CLIENT03","Image loaded:","Image: C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE; ImageLoaded: C:\Windows\System32\advapi32.dll; ProcessId: 8933"
"2021-12-11T23:55:22.508Z",6006,"System","CLIENT04","The Event log service was stopped.",""
"2021-06-08T14:07:17.560Z",6006,"System","WEB01","The Event log service was stopped.",""
"2021-10-14T07:55:57.263Z",4634,"Security-Auditing","HR-DESK-01","An account was logged off.","Target: Account Name: NETWORK SERVICE"
"2021-09-15T15:56:19.609Z",10,"Sysmon","DEV-01","Sysmon event 10",""
"2021-04-19T11:03:03.388Z",6013,"System","CLIENT01","The system uptime is 8402946 seconds.",""
"2021-02-14T04:56:16.844Z",1100,"Security-Auditing","DC01","Security event 1100 occurred.","Details: Event ID 1100 logged for ABYAH\lnguyen"
"2021-01-19T17:12:23.666Z",6013,"System","HR-DESK-01","The system uptime is 4941933 seconds.",""
"2021-10-22T19:07:08.199Z",1102,"Security-Auditing","CLIENT02","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\svc_backup"
"2021-04-20T16:25:32.141Z",6006,"System","APP01","The Event log service was stopped.",""
"2021-08-05T19:57:32.243Z",4672,"Security-Auditing","DEV-02","Special privileges assigned to new logon.","Subject: Account Name: ogarcia; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-10-11T16:53:32.645Z",6006,"System","CLIENT03","The Event log service was stopped.",""
"2021-06-22T03:26:37.415Z",6005,"System","CLIENT05","The Event log service was started.",""
"2021-05-21T18:36:14.838Z",11,"Sysmon","DEV-01","File created:","Image: C:\Windows\System32\svchost.exe; TargetFilename: C:\Users\WORKGROUP\User2\Documents\file_7.tmp; ProcessId: 8871"
"2021-10-23T03:12:01.551Z",6013,"System","DC02","The system uptime is 5362886 seconds.",""
"2021-10-16T23:46:03.822Z",6013,"System","DEV-02","The system uptime is 2416639 seconds.",""
"2021-07-11T05:29:58.645Z",1102,"Security-Auditing","DEV-02","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\ogarcia"
"2021-04-08T08:35:19.330Z",6006,"System","DEV-01","The Event log service was stopped.",""
"2021-08-12T17:59:59.914Z",7,"Sysmon","CLIENT04","Image loaded:","Image: C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE; ImageLoaded: C:\Windows\System32\ole32.dll; ProcessId: 5480"
"2021-03-10T01:18:45.180Z",1102,"Security-Auditing","CLIENT05","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\admin"
"2021-04-27T17:17:59.675Z",1100,"Security-Auditing","EXCH01","Security event 1100 occurred.","Details: Event ID 1100 logged for ABYAH\klee"
"2021-04-02T21:57:33.331Z",3,"Sysmon","CLIENT01","Network connection detected:","Image: C:\Windows\System32\spoolsv.exe; User: WORKGROUP\User1; DestinationIp: 1.1.1.1; DestinationPort: 80; Protocol: tcp"
"2021-01-18T05:26:41.999Z",6006,"System","APP01","The Event log service was stopped.",""
"2021-11-02T02:41:36.337Z",4776,"Security-Auditing","CLIENT03","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: lnguyen; Computer: Computer Name: CLIENT03"
"2021-01-27T12:50:31.290Z",4624,"Security-Auditing","FILE01","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: FILE01$; Subject: Account Domain: ABYAH; Logon: Logon Type: 10; New Logon: Account Name: bwilson; New Logon: Authentication Package: Negotiate; Network: Source Address: 10.0.0.10"
"2021-11-18T16:31:56.237Z",4634,"Security-Auditing","IT-DESK-01","An account was logged off.","Target: Account Name: ogarcia"
"2021-03-24T14:41:16.835Z",8,"Sysmon","CLIENT04","Sysmon event 8",""
"2021-03-20T20:57:25.946Z",6006,"System","EXCH01","The Event log service was stopped.",""
"2021-03-05T15:20:59.354Z",6006,"System","WEB01","The Event log service was stopped.",""
"2021-06-10T18:46:36.111Z",6013,"System","CLIENT02","The system uptime is 4488133 seconds.",""
"2021-05-06T12:43:32.820Z",11,"Sysmon","IT-DESK-01","File created:","Image: C:\Windows\System32\svchost.exe; TargetFilename: C:\Users\ABYAH\jdoe\Documents\file_99.tmp; ProcessId: 6095"
"2021-04-05T15:09:29.865Z",11,"Sysmon","CLIENT01","File created:","Image: C:\Windows\explorer.exe; TargetFilename: C:\Users\WORKGROUP\User2\Documents\file_78.tmp; ProcessId: 7121"
"2021-04-22T19:55:50.183Z",1102,"Security-Auditing","EXCH01","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\svc_monitor"
"2021-01-27T17:57:32.307Z",1102,"Security-Auditing","WEB01","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\rbrown"
"2021-08-04T21:13:45.697Z",4672,"Security-Auditing","DEV-02","Special privileges assigned to new logon.","Subject: Account Name: bwilson; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-03-17T13:29:36.159Z",1102,"Security-Auditing","IT-DESK-01","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\svc_backup"
"2021-01-24T06:37:04.146Z",6005,"System","CLIENT02","The Event log service was started.",""
"2021-08-02T09:26:11.887Z",4634,"Security-Auditing","SQL01","An account was logged off.","Target: Account Name: john.smith"
"2021-07-13T02:43:42.995Z",6013,"System","IT-DESK-01","The system uptime is 9147957 seconds.",""
"2021-07-17T04:46:14.954Z",6006,"System","TEST-01","The Event log service was stopped.",""
"2021-07-18T12:52:14.353Z",4624,"Security-Auditing","TEST-01","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: TEST-01$; Subject: Account Domain: ABYAH; Logon: Logon Type: 11; New Logon: Account Name: lnguyen; New Logon: Authentication Package: Kerberos; Network: Source Address: 10.0.0.15"
"2021-10-25T00:15:13.168Z",4776,"Security-Auditing","HR-DESK-02","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: jdoe; Computer: Computer Name: HR-DESK-02"
"2021-04-24T01:25:28.339Z",4624,"Security-Auditing","DC02","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: DC02$; Subject: Account Domain: ABYAH; Logon: Logon Type: 8; New Logon: Account Name: svc_backup; New Logon: Authentication Package: Negotiate; Network: Source Address: 10.10.10.10"
"2021-10-20T21:52:20.342Z",6005,"System","CLIENT04","The Event log service was started.",""
"2021-05-09T01:35:37.852Z",4672,"Security-Auditing","HR-DESK-02","Special privileges assigned to new logon.","Subject: Account Name: jane.doe; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-06-21T21:24:50.637Z",11,"Sysmon","DC02","File created:","Image: C:\Windows\System32\winlogon.exe; TargetFilename: C:\Users\ABYAH\svc_monitor\Documents\file_41.tmp; ProcessId: 7821"
"2021-08-08T07:19:54.824Z",6005,"System","TEST-01","The Event log service was started.",""
"2021-07-18T16:08:24.348Z",1100,"Security-Auditing","HR-DESK-02","Security event 1100 occurred.","Details: Event ID 1100 logged for NETWORK SERVICE"
"2021-02-18T23:53:12.152Z",6006,"System","CLIENT05","The Event log service was stopped.",""
"2021-04-16T06:55:58.440Z",4624,"Security-Auditing","TEST-01","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: TEST-01$; Subject: Account Domain: ABYAH; Logon: Logon Type: 10; New Logon: Account Name: LOCAL SERVICE; New Logon: Authentication Package: Negotiate; Network: Source Address: 192.168.1.102"
"2021-12-20T22:13:25.345Z",4776,"Security-Auditing","CLIENT01","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: jdoe; Computer: Computer Name: CLIENT01"
"2021-11-12T09:16:23.625Z",6005,"System","TEST-01","The Event log service was started.",""
"2021-06-11T13:02:36.984Z",8,"Sysmon","EXCH01","Sysmon event 8",""
"2021-10-19T23:26:18.256Z",4672,"Security-Auditing","TEST-01","Special privileges assigned to new logon.","Subject: Account Name: SYSTEM; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-08-18T20:43:21.363Z",4776,"Security-Auditing","CLIENT01","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: admin; Computer: Computer Name: CLIENT01"
"2021-12-26T11:10:08.837Z",8,"Sysmon","FILE01","Sysmon event 8",""
"2021-09-02T02:52:42.149Z",4672,"Security-Auditing","DC02","Special privileges assigned to new logon.","Subject: Account Name: john.smith; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-01-07T16:29:23.161Z",8,"Sysmon","APP01","Sysmon event 8",""
"2021-01-18T17:26:00.117Z",11,"Sysmon","DC01","File created:","Image: C:\Windows\System32\lsass.exe; TargetFilename: C:\Users\ABYAH\svc_monitor\Documents\file_68.tmp; ProcessId: 5501"
"2021-03-04T03:33:09.346Z",6005,"System","HR-DESK-02","The Event log service was started.",""
"2021-07-03T11:25:29.678Z",1102,"Security-Auditing","CLIENT02","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\klee"
"2021-02-13T12:24:35.587Z",4776,"Security-Auditing","DC02","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: lnguyen; Computer: Computer Name: DC02"
"2021-07-21T10:36:54.197Z",4624,"Security-Auditing","DEV-01","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: DEV-01$; Subject: Account Domain: ABYAH; Logon: Logon Type: 2; New Logon: Account Name: bwilson; New Logon: Authentication Package: Negotiate; Network: Source Address: 192.168.1.30"
"2021-11-09T17:36:42.133Z",1100,"Security-Auditing","SQL01","Security event 1100 occurred.","Details: Event ID 1100 logged for ABYAH\klee"
"2021-12-27T12:59:04.406Z",6006,"System","APP01","The Event log service was stopped.",""
"2021-06-13T23:08:50.805Z",4776,"Security-Auditing","TEST-01","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: User1; Computer: Computer Name: TEST-01"
"2021-04-27T02:21:38.887Z",10,"Sysmon","HR-DESK-02","Sysmon event 10",""
"2021-08-16T07:22:35.484Z",10,"Sysmon","CLIENT02","Sysmon event 10",""
"2021-04-23T02:05:17.257Z",6013,"System","CLIENT03","The system uptime is 6475341 seconds.",""
"2021-02-03T00:19:28.468Z",11,"Sysmon","CLIENT05","File created:","Image: C:\Program Files\WindowsApps\...\RuntimeBroker.exe; TargetFilename: C:\Users\ABYAH\ogarcia\Documents\file_98.tmp; ProcessId: 5419"
"2021-09-18T16:26:06.126Z",4634,"Security-Auditing","IT-DESK-01","An account was logged off.","Target: Account Name: bwilson"
"2021-07-01T09:26:24.897Z",1102,"Security-Auditing","CLIENT04","Security event 1102 occurred.","Details: Event ID 1102 logged for LOCAL SERVICE"
"2021-03-22T12:10:08.375Z",1102,"Security-Auditing","DEV-02","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\mperez"
"2021-07-09T13:19:30.901Z",1100,"Security-Auditing","FILE01","Security event 1100 occurred.","Details: Event ID 1100 logged for ABYAH\asmith"
"2021-10-20T06:29:06.238Z",6005,"System","DEV-01","The Event log service was started.",""
"2021-06-15T10:27:52.943Z",6013,"System","HR-DESK-01","The system uptime is 2383789 seconds.",""
"2021-07-11T09:47:44.748Z",4776,"Security-Auditing","FILE01","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: svc_monitor; Computer: Computer Name: FILE01"
"2021-07-12T03:59:36.304Z",4776,"Security-Auditing","CLIENT02","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: ogarcia; Computer: Computer Name: CLIENT02"
"2021-12-15T22:13:28.916Z",1102,"Security-Auditing","DC01","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\bwilson"
"2021-11-10T07:16:42.257Z",4634,"Security-Auditing","APP01","An account was logged off.","Target: Account Name: svc_sql"
"2021-10-13T17:32:59.990Z",15,"Sysmon","DEV-01","FileCreateStreamHash:","Image: C:\Program Files\Microsoft Edge\msedge.exe; TargetFilename: C:\Users\ABYAH\svc_backup\Downloads\setup_7.exe:Zone.Identifier"
"2021-02-25T07:42:42.463Z",6006,"System","SQL01","The Event log service was stopped.",""
"2021-06-26T13:06:00.200Z",4624,"Security-Auditing","HR-DESK-01","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: HR-DESK-01$; Subject: Account Domain: ABYAH; Logon: Logon Type: 10; New Logon: Account Name: User1; New Logon: Authentication Package: Negotiate; Network: Source Address: 192.168.50.1"
"2021-08-12T12:29:49.795Z",1102,"Security-Auditing","CLIENT01","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\john.smith"
"2021-08-04T09:26:58.187Z",1102,"Security-Auditing","DC01","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\asmith"
"2021-08-26T06:33:30.456Z",4672,"Security-Auditing","CLIENT04","Special privileges assigned to new logon.","Subject: Account Name: rbrown; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-05-02T22:07:01.969Z",1100,"Security-Auditing","SQL01","Security event 1100 occurred.","Details: Event ID 1100 logged for ABYAH\svc_backup"
"2021-03-18T05:21:35.536Z",4634,"Security-Auditing","DEV-02","An account was logged off.","Target: Account Name: bwilson"
"2021-07-01T23:39:56.302Z",3,"Sysmon","HR-DESK-02","Network connection detected:","Image: C:\Program Files\Google\Chrome\chrome.exe; User: ABYAH\bwilson; DestinationIp: 142.250.80.46; DestinationPort: 3389; Protocol: tcp"
"2021-10-04T17:11:23.433Z",4776,"Security-Auditing","SQL01","The credential validation occurred.","Package: Authentication Package: MICROSOFT_AUTHENTICATION_PACKAGE_V1_0; Account: Account Name: abyah; Computer: Computer Name: SQL01"
"2021-11-11T19:24:39.501Z",4634,"Security-Auditing","DEV-02","An account was logged off.","Target: Account Name: klee"
"2021-11-23T09:58:39.704Z",6006,"System","FILE01","The Event log service was stopped.",""
"2021-05-04T05:23:44.244Z",4672,"Security-Auditing","CLIENT01","Special privileges assigned to new logon.","Subject: Account Name: ogarcia; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
"2021-07-06T15:40:34.810Z",6013,"System","HR-DESK-01","The system uptime is 3006397 seconds.",""
"2021-06-27T14:39:03.986Z",1100,"Security-Auditing","FILE01","Security event 1100 occurred.","Details: Event ID 1100 logged for ABYAH\lnguyen"
"2021-07-18T16:41:31.518Z",4624,"Security-Auditing","EXCH01","An account was successfully logged on.","Subject: Security ID: S-1-5-18; Subject: Account Name: EXCH01$; Subject: Account Domain: ABYAH; Logon: Logon Type: 11; New Logon: Account Name: svc_monitor; New Logon: Authentication Package: Kerberos; Network: Source Address: 192.168.1.100"
"2021-04-10T01:17:14.650Z",8,"Sysmon","DC01","Sysmon event 8",""
"2021-09-04T18:07:17.893Z",1100,"Security-Auditing","TEST-01","Security event 1100 occurred.","Details: Event ID 1100 logged for WORKGROUP\User1"
"2021-09-07T13:06:47.949Z",6006,"System","IT-DESK-01","The Event log service was stopped.",""
"2021-06-28T02:28:55.220Z",3,"Sysmon","CLIENT02","Network connection detected:","Image: C:\Windows\System32\svchost.exe; User: ABYAH\svc_backup; DestinationIp: 1.1.1.1; DestinationPort: 443; Protocol: tcp"
"2021-10-05T06:52:13.924Z",10,"Sysmon","FILE01","Sysmon event 10",""
"2021-03-11T22:18:18.686Z",6006,"System","TEST-01","The Event log service was stopped.",""
"2021-01-09T20:08:44.986Z",1102,"Security-Auditing","HR-DESK-02","Security event 1102 occurred.","Details: Event ID 1102 logged for ABYAH\jdoe"
"2021-08-05T18:40:17.742Z",4672,"Security-Auditing","HR-DESK-01","Special privileges assigned to new logon.","Subject: Account Name: ogarcia; Privileges: SeTcbPrivilege SeBackupPrivilege SeDebugPrivilege"
